LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMEN,ADDRESS,ADDRID,X,Y,DESCRIPTIO
ABRA-019008,Bedrock Billiards,"Bedrock Billiards, Inc.",C,None,1841 COLUMBIA ROAD NW,235380.00000000,396198.82000000,139291.54000000,Tavern
ABRA-019333,The Big Hunt,1345 Corporation,C,"Summer Garden, Entertainment,",1345 CONNECTICUT AVENUE NW,285510.00000000,396325.06000000,137846.31000000,Tavern
ABRA-020234,Lucky Bar,"Planet F, Inc.",C,"Sidewalk Cafe, Entertainment,",1221 CONNECTICUT AVENUE NW,241770.00000000,396428.36000000,137641.28000000,Tavern
ABRA-020480,Buffalo Billiards Corporation,Buffalo Billiards Corporation,C,"Summer Garden,",1330 19TH STREET NW,302193.00000000,396205.64000000,137842.34000000,Tavern
ABRA-021211,18th Street Lounge,Yfe Inc.,C,"Summer Garden, Entertainment, Dancing, Cover Charge",1212 18TH STREET NW,241288.00000000,396359.98000000,137595.94000000,Tavern
ABRA-021562,Harry's,J.W.B. Inc,C,"Sidewalk Cafe,",436 11TH STREET NW,300863.00000000,397631.61000000,136457.62000000,Tavern
ABRA-023505,Marshall's,West End Bar & Grill Inc.,C,"Sidewalk Cafe,",2524 L STREET NW,273883.00000000,395287.92000000,137300.69000000,Tavern
ABRA-023601,Capitol Lounge (The),Am & Eve Corporation,C,"Summer Garden, Sidewalk Cafe, Entertainment, Dancing,",229 PENNSYLVANIA AVENUE SE,278137.00000000,399787.23000000,135455.40000000,Tavern
ABRA-023734,Jin,"Two Brothers & a Sister, Inc.",C,"Entertainment,",2017 14TH STREET NW,240351.00000000,397258.02000000,138863.80000000,Tavern
ABRA-024057,District Chophouse & Brewery,"Walnut Brewery, Inc.",C,"Sidewalk Cafe, Brewpub,",509 7TH STREET NW,279813.00000000,398123.43000000,136519.11000000,Tavern
ABRA-024663,Haydee's Restaurant,NHV Corporation,C,"Sidewalk Cafe, Entertainment, Dancing, Cover Charge",3102 MOUNT PLEASANT STREET NW,218150.00000000,396733.47000000,140120.50000000,Tavern
ABRA-024778,Turntable Restaurant,Mec Inc,C,"Entertainment, Dancing, Cover Charge",5802 GEORGIA AVENUE NW,253164.00000000,397539.03000000,143596.07000000,Tavern
ABRA-024972,Ripple,"The Aroma Company, Inc.",C,"Entertainment, Cover Charge",3415 CONNECTICUT AVENUE NW,284670.00000000,394996.44000000,140781.91000000,Tavern
ABRA-025101,Asylum/Smoke & Barrel,"JJA, Incorporated",C,"Entertainment,",2471 18TH STREET NW,235595.00000000,396336.03000000,139379.24000000,Tavern
ABRA-025273,Madam's Organ,2461 Corporation,C,"Summer Garden, Entertainment, Dancing, Cover Charge",2461 18TH STREET NW,235590.00000000,396342.15000000,139351.28000000,Tavern
ABRA-025546,Chadwick's Friendship Heights,Jhm L.L.C.,C,"Sidewalk Cafe,",5247 WISCONSIN AVENUE NW,276003.00000000,392687.66000000,143431.31000000,Tavern
ABRA-025613,Pharmacy Bar,Biznich Inc.,C,None,2337 18TH STREET NW,235586.00000000,396385.69000000,139192.33000000,Tavern
ABRA-025663,Fado Irish Pub & Restaurant,Washington Irish Pub LLC,C,"Entertainment, Cover Charge",804 7TH STREET NW,295100.00000000,398081.30000000,136914.05000000,Tavern
ABRA-025897,Pour House,Politiki LLC,C,"Sidewalk Cafe, Entertainment,",319 PENNSYLVANIA AVENUE SE,278341.00000000,399881.32000000,135405.41000000,Tavern
ABRA-025996,Johana's Restaurant,"Johanna's, Inc",C,"Entertainment, Dancing, Cover Charge",4728 14TH STREET NW,255639.00000000,397133.55000000,142234.93000000,Tavern
ABRA-026466,Bukom Cafe,"Marabu, Inc.",C,"Entertainment,",2442 18TH STREET NW,243167.00000000,396299.80000000,139321.83000000,Tavern
ABRA-026519,Chi-Cha Lounge,"1624 U Street, Inc.",C,"Sidewalk Cafe, Entertainment,",1624 U STREET NW,226300.00000000,396713.47000000,138766.04000000,Tavern
ABRA-060040,Club Cinema,"Club Cinema Of Mazza, Inc.",C,None,5300 WISCONSIN AVENUE NW,265944.00000000,392579.42000000,143504.55000000,Tavern
ABRA-060144,Malaysia Kopitiam,Malaysian Kopitiam Inc,C,None,1827 M STREET NW,241294.00000000,396283.57000000,137554.11000000,Tavern
ABRA-060298,Irish Channel Restaurant,"Irish Channel, LLC",C,"Sidewalk Cafe, Entertainment, Cover Charge",500 H STREET NW,242981.00000000,398330.11000000,136867.30000000,Tavern
ABRA-060380,Twin Jazz,Twins Inc.,C,"Entertainment, Cover Charge",1344 U STREET NW,279106.00000000,397285.49000000,138764.57000000,Tavern
ABRA-060455,Stetson,"1610 Restaurant, LLC",C,"Summer Garden,",1610 U STREET NW,241851.00000000,396763.89000000,138769.44000000,Tavern
ABRA-060456,Cafe Saint-Ex,Saint-Ex Group LLC,C,"Sidewalk Cafe, Entertainment,",1847 14TH STREET NW,240488.00000000,397247.93000000,138618.76000000,Tavern
ABRA-060457,The 201 Bar,Lounge 201 Llc,C,"Entertainment, Dancing, Cover Charge",201 D STREET NE,300828.00000000,399715.45000000,136311.04000000,Tavern
ABRA-060475,The Reef,Perculus Inc.,C,"Summer Garden, Entertainment,",2442 18TH STREET NW,243167.00000000,396299.80000000,139321.83000000,Tavern
ABRA-060477,Aqua Restaurant,"Z Z W, Inc.",C,"Summer Garden, Entertainment, Dancing,",1818 NEW YORK AVENUE NE,55416.00000000,402020.97000000,138872.09000000,Tavern
ABRA-060581,The Matchbox,"Matchbox, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",711 H STREET NW,307794.00000000,398048.74000000,136913.36000000,Tavern
ABRA-060583,R F D Washington,"Love The Beer, Inc.",C,"Summer Garden, Entertainment,",810 7TH STREET NW,238405.00000000,398072.79000000,136939.95000000,Tavern
ABRA-060738,Bistro Doc,"Hyppocampe, Inc.",C,None,518 10TH STREET NW,239373.00000000,397718.39000000,136554.20000000,Tavern
ABRA-070520,Billy Goat Tavern & Grill,"Billy Goat DC, Inc.",C,"Sidewalk Cafe,",500 NEW JERSEY AVENUE NW,295811.00000000,398966.80000000,136518.45000000,Tavern
ABRA-070707,Tabaq,"Shaybuy, Inc.",C,"Summer Garden, Entertainment, Dancing,",1336 U STREET NW,240381.00000000,397307.48000000,138771.90000000,Tavern
ABRA-070719,The Fab Lounge,"The Fab Lounge Inc,",C,"Entertainment,",1805 CONNECTICUT AVENUE NW,242756.00000000,396027.19000000,138505.86000000,Tavern
ABRA-070728,Etete Ethiopian Cuisine,Etete Ethiopian Cuisine Llc,C,"Entertainment,",1942 9TH STREET NW,239509.00000000,397900.09000000,138765.24000000,Tavern
ABRA-070773,La Libertad Restaurant,La Libertad Restaurant Inc.,C,"Entertainment, Dancing,",4622 14TH STREET NW,255577.00000000,397138.75000000,142104.77000000,Tavern
ABRA-070823,Bourbon,Twenty Year Venture Inc.,C,"Summer Garden, Sidewalk Cafe, Entertainment, Dancing, Cover Charge",2321 18TH STREET NW,235597.00000000,396394.09000000,139155.54000000,Tavern
ABRA-071086,The Saloon,MCHAP Inc.,C,None,1205 U STREET NW,302181.00000000,397529.76000000,138811.02000000,Tavern
ABRA-071113,W Domku,"The Doghouse Companies, LLC",C,"Sidewalk Cafe, Entertainment,",821 UPSHUR STREET NW,252472.00000000,397899.91000000,141590.95000000,Tavern
ABRA-071333,The 51st State,51st Llc,C,"Sidewalk Cafe,",2512 L STREET NW,273884.00000000,395323.27000000,137297.29000000,Tavern
ABRA-071352,Trusty's Bar,"1420 Pennsy, LLC",C,"Sidewalk Cafe,",1420 PENNSYLVANIA AVENUE SE,64202.00000000,401356.95000000,134709.01000000,Tavern
ABRA-071676,Shelly's Back Room,"RPM Restaurant, LLC",C,"Sidewalk Cafe,",1331 F STREET NW,240659.00000000,397317.22000000,136643.83000000,Tavern
ABRA-071698,Mackey's,"James Mackey Investors,l.P.",C,"Sidewalk Cafe, Entertainment, Dancing, Cover Charge",1823 L STREET NW,241297.00000000,396295.71000000,137347.68000000,Tavern
ABRA-071753,Kennedy Warren Club LLC,"Kennedy Warren Club, LLC",C,"Entertainment,",3133 CONNECTICUT AVENUE NW,219703.00000000,395189.40000000,140450.31000000,Tavern
ABRA-071833,Cobalt/ 30 Degrees/Level One,Hunam Inn Inc.,C,"Sidewalk Cafe, Entertainment, Dancing, Cover Charge",1639 R STREET NW,243123.00000000,396687.80000000,138326.71000000,Tavern
ABRA-071935,Uni A Sushi Place,JF Tan Corporation,C,None,2122 P STREET NW,279550.00000000,395869.27000000,137950.15000000,Tavern
ABRA-072023,The Old Siam,"The Old Siam, LLC",C,"Sidewalk Cafe,",406 8TH STREET SE,280070.00000000,400463.53000000,135075.36000000,Tavern
ABRA-072472,Bar Pilar,"Pilar Hospitality Group, LLC",C,"Sidewalk Cafe,",1833 14TH STREET NW,240433.00000000,397260.97000000,138584.83000000,Tavern
ABRA-072539,Duffy's Irish Restaurant,"Amduffy, LLC",C,"Entertainment, Cover Charge",2106 VERMONT AVENUE NW,218618.00000000,397846.02000000,138950.05000000,Tavern
ABRA-072633,18th Amendment,"18th Amendment, LLC",C,"Sidewalk Cafe, Entertainment,",613 PENNSYLVANIA AVENUE SE,4406.00000000,400180.89000000,135241.04000000,Tavern
ABRA-072734,The Red Palace,"Red & Black, LLC",C,"Summer Garden, Entertainment, Dancing,",1210 H STREET NE,71852.00000000,400889.88000000,136951.82000000,Tavern
ABRA-072777,Rock N Roll Hotel,"R N R, LLC",C,"Summer Garden, Entertainment, Cover Charge",1353 H STREET NE,286092.00000000,401163.56000000,136891.68000000,Tavern
ABRA-073166,The Pug/Toki Underground,"The Pug, LLC",C,None,1234 H STREET NE,70292.00000000,400951.13000000,136951.62000000,Tavern
ABRA-073817,Lima Restaurant and Lounge,"Marali Enterprises, LLC",C,"Sidewalk Cafe, Entertainment,",1401 K STREET NW,240265.00000000,397197.07000000,137230.39000000,Tavern
ABRA-073821,Cleveland Park Bar & Grill,"BBH, LLC",C,"Summer Garden,",3421 CONNECTICUT AVENUE NW,219251.00000000,394996.02000000,140797.83000000,Tavern
ABRA-074073,Levy Restaurant At Mci Center -capitol Club,Levy Premium Foodservice Limited Partnership,C,None,601 F STREET NW,238712.00000000,398182.26000000,136676.82000000,Tavern
ABRA-074099,Roses Dream Bar And Lounge,"Rose's Dream, Inc.",C,"Entertainment,",1370 H STREET NE,65570.00000000,401217.16000000,136951.77000000,Tavern
ABRA-074241,Yegna,Asefu Alemayehu,C,"Entertainment, Dancing,",1920 9TH STREET NW,239492.00000000,397901.30000000,138702.65000000,Tavern
ABRA-074353,Science Club,"Tea Room, LLC",C,"Sidewalk Cafe, Entertainment,",1136 19TH STREET NW,241071.00000000,396201.89000000,137444.71000000,Tavern
ABRA-074503,Green Island Cafe/Heaven & Hell (The),"Green Island Heaven and Hell, Inc.",C,"Sidewalk Cafe, Entertainment, Dancing, Cover Charge",2327 18TH STREET NW,235600.00000000,396392.63000000,139173.94000000,Tavern
ABRA-074765,The Looking Glass Lounge at Temperance Hall,"The Whiskey, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",3634 GEORGIA AVENUE NW,232144.00000000,397887.83000000,140793.21000000,Tavern
ABRA-074895,The Tap & Parlour/Bohemian Caverns,"Mahogany, LLC",C,"Sidewalk Cafe, Entertainment, Cover Charge",2001 11TH STREET NW,239179.00000000,397673.99000000,138810.29000000,Tavern
ABRA-074970,Rocket Bar,"Comet Investors, Lp",C,None,714 7TH STREET NW,238420.00000000,398073.80000000,136795.95000000,Tavern
ABRA-075240,Nellie's Restaurant & Sports Bar,Rocdo LLC,C,"Summer Garden, Entertainment, Dancing, Cover Charge",900 U STREET NW,242923.00000000,397899.41000000,138773.80000000,Tavern
ABRA-075377,Manchester Bar & Restaurant,Assefa Kidane,C,"Summer Garden,",944 FLORIDA AVENUE NW,239381.00000000,397816.43000000,139049.58000000,Tavern
ABRA-075642,Harriets,"Harriets, Llc",C,None,432 11TH STREET NW,298771.00000000,397634.84000000,136437.10000000,Tavern
ABRA-075811,Solly's U Street Tavern,Liquid Inspiration Llc,C,"Sidewalk Cafe, Entertainment,",1942 11TH STREET NW,279499.00000000,397633.27000000,138769.89000000,Tavern
ABRA-075915,Hamilton's Bar & Grill,"Hamilton Restaurant Group, Inc.",C,"Summer Garden, Entertainment, Cover Charge",233 2ND STREET NW,279585.00000000,398833.93000000,136156.67000000,Tavern
ABRA-076039,Penn Quarter Sports Tavern,"Top Shelf, LLC",C,"Sidewalk Cafe, Entertainment, Cover Charge",639 INDIANA AVENUE NW,279871.00000000,398135.97000000,136272.60000000,Tavern
ABRA-076076,Red Derby,"Red Derby, LLC",C,"Summer Garden, Sidewalk Cafe,",3718 14TH STREET NW,258995.00000000,397131.20000000,141093.94000000,Tavern
ABRA-076166,Marvin,"2007 14th Street Productions, LLC",C,"Summer Garden, Entertainment,",2007 14TH STREET NW,240358.00000000,397257.32000000,138828.08000000,Tavern
ABRA-076279,Nanny O'Brien's Irish Pub,Nanny O's LLC,C,"Entertainment, Cover Charge",3319 CONNECTICUT AVENUE NW,219238.00000000,395039.48000000,140693.79000000,Tavern
ABRA-076330,Jimmy Valentine's Lonely Hearts Club,"Jvlhc, LLC",C,"Entertainment, Cover Charge",1103 BLADENSBURG ROAD NE,74450.00000000,401682.69000000,137339.92000000,Tavern
ABRA-076344,Black Fox,"TJP, INC",C,"Entertainment, Dancing,",1723 CONNECTICUT AVENUE NW,218459.00000000,396075.85000000,138386.22000000,Tavern
ABRA-076366,Twelve Restaurant & Lounge,Beg Investments LLC,C,"Summer Garden, Entertainment,",1123 H STREET NE,302171.00000000,400814.47000000,136907.10000000,Tavern
ABRA-076369,Lace,"Lace Hospitality, LLC",C,"Entertainment,",2214 RHODE ISLAND AVENUE NE,50250.00000000,402294.33000000,140305.20000000,Tavern
ABRA-076649,H Street Country Club,"Par Bar, LLC",C,"Summer Garden, Sidewalk Cafe, Entertainment,",1335 H STREET NE,286071.00000000,401122.04000000,136886.88000000,Tavern
ABRA-076906,Josephine,1010 V Llc,C,"Entertainment, Cover Charge",1010 VERMONT AVENUE NW,240257.00000000,397066.68000000,137247.20000000,Tavern
ABRA-076925,Modern,3287 M LLC,C,"Entertainment, Dancing, Cover Charge",3287 M STREET NW,285545.00000000,394305.60000000,137496.83000000,Tavern
ABRA-077176,Capitol Hill Premium Cigars & Tobacco,"Capitol Hill Premium Cigars & Tobacco, LLC",C,"Entertainment, Cover Charge",1006 FLORIDA AVENUE NE,76374.00000000,400651.45000000,137351.05000000,Tavern
ABRA-077455,District 2 Bar & Grille,Jlar LLC,C,"Sidewalk Cafe, Entertainment,",3238 WISCONSIN AVENUE NW,284617.00000000,393695.69000000,140608.93000000,Tavern
ABRA-086037,Mood,"Mimi & D, LLC",C,"Entertainment, Dancing, Cover Charge",1318 9TH STREET NW,239716.00000000,397895.88000000,137784.12000000,Tavern
ABRA-086063,Mellow Mushroom,"Doughboy Enterprises, LLC",C,"Summer Garden, Entertainment,",2436 18TH STREET NW,235406.00000000,396301.51000000,139296.95000000,Tavern
ABRA-086093,Bier Baron Hotel & Tavern,"Walking Stick Management, LLC",C,"Entertainment,",1523 22ND STREET NW,225698.00000000,395795.46000000,138049.28000000,Tavern
ABRA-086141,Lola's,"Lola's, LLC",C,"Sidewalk Cafe,",711 8TH STREET SE,76927.00000000,400413.81000000,134776.19000000,Tavern
ABRA-086231,The Codmother,SBII LLC,C,"Entertainment,",1334 U STREET NW,240382.00000000,397312.81000000,138770.52000000,Tavern
ABRA-086233,Touchdown,SBI LLC,C,"Entertainment,",1334 U STREET NW,240382.00000000,397312.81000000,138770.52000000,Tavern
ABRA-086320,Boundary Road Restaurant,"Roundabout, LLC",C,"Entertainment,",414 H STREET NE,26190.00000000,400010.53000000,136956.03000000,Tavern
ABRA-086354,NUMBER NINE,"Second Home, LLC",C,"Entertainment,",1435 P STREET NW,279171.00000000,397105.53000000,138003.31000000,Tavern
ABRA-086397,DC Eagle,"Eagle N Exile, LLC",C,None,639 NEW YORK AVENUE NW,238657.00000000,398169.84000000,137295.50000000,Tavern
ABRA-086419,Lou's Bar & Grill,"Irving Restaurant Group, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",1400 IRVING STREET NW,302718.00000000,397084.72000000,140072.09000000,Tavern
ABRA-086424,SANKOFA CAFE,RA - IY   LLC,C,"Summer Garden, Entertainment,",2714 GEORGIA AVENUE NW,232482.00000000,397997.61000000,139743.28000000,Tavern
ABRA-086545,Avenue Suites/A Bar,"2500 Pennsylvania Avenue Investors, LLC",C,"Summer Garden,",2500 PENNSYLVANIA AVENUE NW,273885.00000000,395344.68000000,137287.83000000,Tavern
ABRA-086735,The Bullpen,"Fairgrounds, LLC",C,"Entertainment,",25 M STREET SE,307931.00000000,399320.92000000,134267.30000000,Tavern
ABRA-086789,Penthouse Pool & Lounge,Capitol City Brewing Company LLC,C,"Summer Garden,",1612 U STREET NW,241860.00000000,396736.10000000,138763.71000000,Tavern
ABRA-086855,PHO DC BAR & GRILL,"A. A. Hospitality Group, Inc",C,"Sidewalk Cafe, Entertainment, Dancing,",1140 19TH STREET NW,241076.00000000,396193.86000000,137456.20000000,Tavern
ABRA-087030,Mova,"Kiel, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",2204 14TH STREET NW,239927.00000000,397201.03000000,139062.16000000,Tavern
ABRA-087045,DC Reynolds,Market Bars LLC,C,"Summer Garden, Entertainment, Cover Charge",3628 GEORGIA AVENUE NW,232147.00000000,397890.11000000,140776.83000000,Tavern
ABRA-087106,Larrys Lounge,Pierre LLC,C,"Sidewalk Cafe,",1840 18TH STREET NW,302224.00000000,396370.32000000,138606.67000000,Tavern
ABRA-087302,TEL'VEH CAFE & WINE BAR,"FILO  401, INC.",C,"Sidewalk Cafe,",401 MASSACHUSETTS AVENUE NW,307783.00000000,398572.58000000,136966.61000000,Tavern
ABRA-087339,America Eats Tavern,Think Food Tank LLC,C,"Sidewalk Cafe,",405 8TH STREET NW,238425.00000000,398030.39000000,136385.94000000,Tavern
ABRA-087398,The Big Board,"Drane Flannery Restaurant, LLC",C,"Entertainment,",421 H STREET NE,25325.00000000,400020.34000000,136911.99000000,Tavern
ABRA-087508,Nati Hokah Bar,Aida Woldeslassie,C,"Summer Garden, Entertainment,",2839 GEORGIA AVENUE NW,237986.00000000,398032.13000000,139915.06000000,Tavern
ABRA-087558,Sahra Hooka Lounge,"Raso, Corporation",C,None,1200 H STREET NE,72285.00000000,400865.07000000,136946.96000000,Tavern
ABRA-087629,Phase I of Dupont,AJC III LLC,C,"Entertainment, Dancing, Cover Charge",1415 22ND STREET NW,279141.00000000,395797.34000000,137915.95000000,Tavern
ABRA-087668,Cafe AKA,Cafe AKA White House LLC,C,None,1710 H STREET NW,218432.00000000,396504.91000000,136901.48000000,Tavern
ABRA-087685,Irish Whiskey,Good Life 1207 LLC.,C,"Sidewalk Cafe, Entertainment,",1207 19TH STREET NW,278927.00000000,396253.28000000,137576.27000000,Tavern
ABRA-087703,Chez Billy,"3813 GA Avenue, LLC",C,"Summer Garden,",3813 GEORGIA AVENUE NW,252558.00000000,397890.46000000,141137.81000000,Tavern
ABRA-088119,DC Shenanigans,Twin T's LLC,C,"Entertainment,",2450 18TH STREET NW,235411.00000000,396294.23000000,139340.23000000,Tavern
ABRA-088290,Climax Restaurant & Hookah Bar,"Solomon Enterprises, LLC",C,"Entertainment,",900 FLORIDA AVENUE NW,285452.00000000,397899.62000000,138869.53000000,Tavern
ABRA-088333,The Pinch,"A DC Restaurant Group, LLC",C,"Entertainment,",3548 14TH STREET NW,284752.00000000,397135.13000000,140875.53000000,Tavern
ABRA-088347,King of Kabob,"King of Kabob, LLC",C,"Entertainment, Dancing, Cover Charge",1018 VERMONT AVENUE NW,278790.00000000,397066.64000000,137266.56000000,Tavern
ABRA-088569,Shaws Tavern,Shaw's Tavern LLC,C,"Sidewalk Cafe, Entertainment,",520 FLORIDA AVENUE NW,302311.00000000,398292.12000000,138589.38000000,Tavern
ABRA-088592,HR-57,"HR-57, Inc.",C,"Entertainment, Cover Charge",1007 H STREET NE,149707.00000000,400670.52000000,136902.49000000,Tavern
ABRA-088924,Koffee's Lounge,Angel  Corp.,C,"Entertainment, Dancing, Cover Charge",2632 GEORGIA AVENUE NW,232387.00000000,398013.80000000,139680.57000000,Tavern
ABRA-089365,NEW YORK AVENUE BEACH BAR,"New York Avenue Beach Bar, LLC",C,"Entertainment,",645 NEW YORK AVENUE NW,310282.00000000,398159.80000000,137286.88000000,Tavern
ABRA-089491,The Uptown Tap House,Connecticut Avenue NW LLC,C,"Sidewalk Cafe, Entertainment, Cover Charge",3412 CONNECTICUT AVENUE NW,284666.00000000,394940.06000000,140742.67000000,Tavern
ABRA-090204,La Kazbah,"La Kazbah, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",2147 P STREET NW,243157.00000000,395821.14000000,137996.13000000,Tavern
ABRA-090210,Secret Lounge & Restaurant,"DJ Zion, LLC",C,"Entertainment,",1414 9TH STREET NW,225492.00000000,397902.51000000,137920.30000000,Tavern
ABRA-000785,Dan's Cafe,Clinnie M Dickens,C,None,2315 18TH STREET NW,235615.00000000,396398.08000000,139137.72000000,Tavern
ABRA-001875,Li'L Pub,"M. J. P., Inc.",C,None,655 PENNSYLVANIA AVENUE SE,1170.00000000,400292.80000000,135186.58000000,Tavern
ABRA-012509,Columbus Club,Gibson Associates Incorporated,C,"Entertainment, Dancing,",50 MASSACHUSETTS AVENUE NE,293243.00000000,399463.98000000,136632.07000000,Tavern
ABRA-060578,Island Cafe,"Island Cafe, Inc",C,"Summer Garden, Entertainment, Dancing, Cover Charge",829 UPSHUR STREET NW,252468.00000000,397877.64000000,141581.49000000,Tavern
ABRA-081161,Blackfinn,"1620 DC, LLC",C,"Sidewalk Cafe, Entertainment,",1620 I STREET NW,279268.00000000,396747.23000000,137025.68000000,Tavern
ABRA-081538,Cedar Crossing Tavern & Wine Bar,"The Borderline, Inc.",C,None,341 CEDAR STREET NW,300962.00000000,398444.90000000,145224.58000000,Tavern
ABRA-081909,The District Restaurant-The District Underground,"Colin Unlimited, LLC",C,"Entertainment, Dancing, Cover Charge",2477 18TH STREET NW,284398.00000000,396328.12000000,139396.18000000,Tavern
ABRA-084731,Desperados Pizza,"Desperados Pizza, LLC",C,"Sidewalk Cafe, Entertainment,",1342 U STREET NW,279104.00000000,397290.74000000,138770.24000000,Tavern
ABRA-089342,Roses Dejavu,"Rose's Dream, Inc.",C,"Entertainment,",1378 H STREET NE,149105.00000000,401233.25000000,136947.07000000,Tavern
ABRA-089981,Righteous Cheese,Pleasure Eats Inc,C,None,1309 5TH STREET NE,301991.00000000,400203.80000000,137872.89000000,Tavern
ABRA-089982,Rappahannock Oyster Bar,"Rappahannock Oyster Bar, LLC",C,"Summer Garden,",1309 5TH STREET NE,301991.00000000,400203.80000000,137872.89000000,Tavern
ABRA-015721,Garrett's Restaurant,Jour Et Nuit Inc,C,None,3003 M STREET NW,299145.00000000,394854.21000000,137502.90000000,Tavern
ABRA-017458,Blue Gin,"Best Wings, Inc.",C,"Entertainment, Dancing, Cover Charge",1206 WISCONSIN AVENUE NW,301976.00000000,394520.36000000,137518.72000000,Tavern
ABRA-022973,Saloun,G. W .Inc.,C,"Entertainment,",3239 M STREET NW,271983.00000000,394435.36000000,137499.82000000,Tavern
ABRA-077567,Next Door,"Knz, LLC",C,"Entertainment,",1211 U STREET NW,240809.00000000,397511.69000000,138828.47000000,Tavern
ABRA-077708,Wisdom,L Wisdom Corporation,C,"Sidewalk Cafe, Entertainment,",1432 PENNSYLVANIA AVENUE SE,63678.00000000,401377.52000000,134696.22000000,Tavern
ABRA-077730,Club Timehri,"Caribbean Vibes, Inc.",C,"Entertainment,",2439 18TH STREET NW,235584.00000000,396357.78000000,139294.24000000,Tavern
ABRA-077883,Current Sushi,"1215 CT, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",1215 CONNECTICUT AVENUE NW,241766.00000000,396433.43000000,137617.28000000,Tavern
ABRA-078057,Bayou,"Pocomo, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",2519 PENNSYLVANIA AVENUE NW,273879.00000000,395328.86000000,137364.07000000,Tavern
ABRA-078226,The Gibson,"Soul Haven, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",2009 14TH STREET NW,240337.00000000,397255.89000000,138833.94000000,Tavern
ABRA-078443,Velvet Lounge,915 U LLC,C,"Summer Garden, Entertainment, Dancing, Cover Charge",915 U STREET NW,239442.00000000,397860.66000000,138814.90000000,Tavern
ABRA-078578,SOVA Espresso & Wine,"Urban Coffee Concepts, LLC",C,"Summer Garden, Entertainment,",1359 H STREET NE,286097.00000000,401181.80000000,136904.63000000,Tavern
ABRA-078749,Dodge City,917 U LLC (Two Summer Gardens),C,"Summer Garden, Entertainment, Dancing, Cover Charge",917 U STREET NW,239443.00000000,397855.68000000,138813.47000000,Tavern
ABRA-078816,Lounge of Three,"Lounge of Three, Inc.",C,"Entertainment,",1013 U STREET NW,239177.00000000,397708.25000000,138815.66000000,Tavern
